,z_value
3013,0.00883339717263
3014,0.00819979998066
3015,0.00613782783159
3016,0.00883034761266
3017,0.00966168650668
3018,0.0609323608599
3019,0.011907371389
3020,0.00464089200145
3021,0.00444955229068
3022,0.00332646701789
3023,0.00450996491582
3024,1.0000001e-05
3025,1.0000001e-05
3026,1.0000001e-05
3027,1.0000001e-05
3028,1.0000001e-05
3029,1.0000001e-05
3030,1.0000001e-05
3031,1.0000001e-05
3032,1.0000001e-05
3033,1.0000001e-05
3034,1.0000001e-05
3035,1.0000001e-05
3036,1.0000001e-05
3037,1.0000001e-05
3038,1.0000001e-05
3039,1.0000001e-05
3040,1.0000001e-05
3041,1.0000001e-05
3042,1.0000001e-05
3043,0.00321044024791
3044,0.00587220769181
3045,0.00772736753721
3046,0.00912105819864
3047,0.0096506946182
3048,0.00950812910517
3049,0.0093798799044
3050,0.00842390689811
3051,0.00699933290814
3052,0.00654982286356
3053,0.00650693224998
3054,0.00650435567996
3055,0.00650435247995
3056,0.00650435247995
3057,0.00504114985847
3058,0.00469134033143
3059,0.00343176892935
3060,0.00322579519354
3061,0.00601849726573
3062,0.00703009485702
3063,0.00731068436426
3064,0.00858791858634
3065,0.0094125860938
3066,0.00970876295503
3067,0.00977735204212
3068,0.0184696930838
3069,0.0357476460491
3070,0.0464683016829
3071,0.052713703856
3072,0.0563739089609
3073,0.0581124964341
3074,0.0292194280853
3075,0.0143238111515
3076,0.00677292794958
3077,0.0085964061658
3078,0.00824262567614
3079,0.0177141662879
3080,0.0158366978375
3081,0.0159133854697
3082,0.014474711478
3083,0.0110283720591
3084,0.0140192216281
3085,0.00900452734793
3086,0.0571936385418
3087,0.0023684000001
3088,0.00430899240849
3089,0.0060515169033
3090,0.00495617041393
3091,0.00467238075566
3092,0.365178580001
3093,1.1214164122
3094,0.0153239465573
3095,0.0223912662933
3096,0.0142365474287
3097,0.00982399760885
3098,0.00994314977595
3099,0.01007745699
3100,0.00997737139148
3101,0.00953757166692
3102,0.00824394844083
3103,0.00650692378664
3104,0.00654314197883
3105,0.00674365341557
3106,0.00722261531551
3107,0.00712359797264
3108,1.0000001e-05
3109,1.0000001e-05
3110,1.0000001e-05
3111,1.0000001e-05
3112,1.0000001e-05
3113,1.0000001e-05
3114,1.0000001e-05
3115,1.0000001e-05
3116,1.0000001e-05
3117,1.0000001e-05
3118,1.0000001e-05
3119,1.0000001e-05
3120,1.0000001e-05
3121,1.0000001e-05
3122,1.0000001e-05
3123,1.0000001e-05
3124,1.0000001e-05
3125,1.0000001e-05
3126,1.0000001e-05
3127,1.0000001e-05
3128,1.0000001e-05
3129,1.0000001e-05
3130,1.0000001e-05
3131,0.00725703260877
3132,0.0146070753505
3133,0.0206199428717
3134,0.0144305578894
3135,0.0117134182907
3136,0.0106452432488
3137,0.0102747959773
3138,0.010152137133
3139,0.0173647136632
3140,0.013846780189
3141,0.00550108828599
3142,0.00276551020238
3143,0.00316053333357
3144,0.00319395160156
3145,0.00479827887709
3146,0.00517406391582
3147,0.00928462444278
3148,0.00927057064721
3149,0.00827897938727
3150,0.00850727725876
3151,0.00887623209603
3152,0.012097101652
3153,0.012587439429
3154,0.0105184075293
3155,0.00365358719361
3156,0.00671776515361
3157,0.0077834703133
3158,0.0078888362875
3159,0.00688028287107
3160,0.00654979682827
3161,0.00650693224994
3162,0.00752718838263
3163,0.00814683891961
3164,0.00786387131022
3165,0.00678411589357
3166,0.011548840423
3167,0.00236839999992
3168,0.00316013333352
3169,0.00317800319341
3170,0.00320980052672
3171,0.00320983252674
3172,0.00320983252674
3173,0.00320983252674
3174,0.00565936803047
3175,0.00631250567308
3176,0.00648148783999
3177,0.0229622111894
3178,0.0497346127535
3179,0.0256469654333
3180,0.0151446886041
3181,0.0654648025075
3182,0.0630403099518
3183,0.0347112291635
3184,0.0217900083808
3185,0.0159217048828
3186,0.0298556247734
3187,0.00512694640612
3188,0.0157345439915
3189,0.00447217071895
3190,0.00508890387176
3191,0.00801664290845
3192,0.0224349532955
3193,0.00850327525306
3194,1.0000001e-05
3195,1.0000001e-05
3196,1.0000001e-05
3197,1.0000001e-05
3198,1.0000001e-05
3199,1.0000001e-05
3200,1.0000001e-05
3201,1.0000001e-05
3202,1.0000001e-05
3203,1.0000001e-05
3204,1.0000001e-05
3205,1.0000001e-05
3206,1.0000001e-05
3207,1.0000001e-05
3208,1.0000001e-05
3209,1.0000001e-05
3210,1.0000001e-05
3211,1.0000001e-05
3212,1.0000001e-05
3213,1.0000001e-05
3214,1.0000001e-05
3215,1.0000001e-05
3216,0.00321044024791
3217,0.00441902212024
3218,0.00341580351721
3219,0.00322578719339
3220,0.00320984852675
3221,0.00320983252674
3222,0.00320983252674
3223,0.00567532885549
3224,0.00735893713505
3225,0.00810306340247
3226,0.00903963064814
3227,0.00903339315285
3228,0.00879101043176
3229,0.00867385466183
3230,0.00916623601954
3231,0.00958431793681
3232,0.0097487718899
3233,0.00994990827028
3234,0.0100762192004
3235,0.0101147837228
3236,0.00977138788073
3237,0.00953033491471
3238,0.00864168103524
3239,0.00937891732012
3240,0.0228724068377
3241,0.038807790693
3242,0.00365369303537
3243,0.00665888957374
3244,0.00491989036691
3245,0.00973111031528
3246,0.00644803582923
3247,0.00467288938494
3248,0.0056548640074
3249,0.00900606339862
3250,0.00535748422261
3251,0.00776803493797
3252,1.0000001e-05
3253,1.0000001e-05
3254,1.0000001e-05
3255,1.0000001e-05
3256,1.0000001e-05
3257,1.0000001e-05
3258,1.0000001e-05
3259,1.0000001e-05
3260,1.0000001e-05
3261,1.0000001e-05
3262,1.0000001e-05
3263,1.0000001e-05
3264,1.0000001e-05
3265,0.00461265659312
3266,0.00586400659691
3267,0.0074973984913
3268,0.00888665304649
3269,0.00978360724841
3270,0.010044235809
3271,0.0100148887707
3272,0.0099724583248
3273,0.0096541631752
3274,0.00910061212005
3275,0.00875231709931
3276,0.0086343923758
3277,0.00863452617348
3278,0.00864183963952
3279,0.0086064186615
3280,0.00795009354971
3281,0.00527043337021
3282,0.00626399741485
3283,0.00642619135364
3284,0.00512017197163
3285,0.00467248827878
3286,0.0047909874492
3287,0.00720110465055
3288,0.0081568465135
3289,0.00849740136953
3290,0.00858997799212
3291,0.00862955559026
3292,0.00916386541628
3293,0.0095778906689
3294,0.00921628468857
3295,0.00882022075423
3296,0.00537430520003
3297,0.0158330202647
3298,0.0149404736265
3299,0.0100321446428
3300,0.00670809176935
3301,0.0065010407439
3302,0.00365882283211
3303,0.00324172586017
3304,0.00470418516733
3305,0.00348654498104
3306,0.013648200027
3307,0.0184933858181
3308,0.0162622582571
3309,0.00875766117708
3310,0.00758039617693
3311,0.00661649301683
3312,0.00771209647365
3313,0.0229186359384
3314,0.151131342699
3315,0.733502221082
3316,0.601125400904
3317,0.0117839586023
3318,0.00858835939387
3319,0.00800574508573
3320,0.00878383424758
3321,0.00925551471216
3322,0.0097894119988
3323,0.0097668060376
3324,0.00949324962419
3325,0.00797851651325
3326,0.00320984852671
3327,0.00322579519354
3328,0.00343169079398
3329,0.00462200958856
3330,0.00441897379687
3331,1.0000001e-05
3332,1.0000001e-05
3333,1.0000001e-05
3334,1.0000001e-05
3335,1.0000001e-05
3336,1.0000001e-05
3337,1.0000001e-05
3338,1.0000001e-05
3339,1.0000001e-05
3340,1.0000001e-05
3341,1.0000001e-05
3342,1.0000001e-05
3343,1.0000001e-05
3344,1.0000001e-05
3345,1.0000001e-05
3346,1.0000001e-05
3347,1.0000001e-05
3348,1.0000001e-05
3349,1.0000001e-05
3350,1.0000001e-05
3351,1.0000001e-05
3352,1.0000001e-05
3353,1.0000001e-05
3354,0.00465682179738
3355,0.00722645666743
3356,0.00893943382228
3357,0.00980682473694
3358,0.0100769587279
3359,0.0101379100832
3360,0.0101469209189
3361,0.0101180819586
3362,0.0100991882608
3363,0.00893913066495
3364,0.00389272415007
3365,0.00428744111003
3366,0.00578575444166
3367,0.00633518651762
3368,0.00717542803673
3369,0.0074853638984
3370,0.00865292236761
3371,0.00928756265159
3372,0.00961816788943
3373,0.00974859556757
3374,0.0098620966922
3375,0.0170232977004
3376,0.00811720503961
3377,0.00992732892685
3378,0.00762899413742
3379,0.0127506300115
3380,0.00632626775229
3381,0.00829187532802
3382,0.0087040175875
3383,0.00867523912423
3384,0.00864780123495
3385,0.00916408416081
3386,0.00958465270253
3387,0.00948597189447
3388,0.0146613940306
3389,0.013792462902
3390,0.00316013333352
3391,0.00556368803042
3392,0.00619945820641
3393,0.00647250906646
3394,0.0065030588266
3395,0.00650435119984
3396,0.00650435247986
3397,0.00365361919363
3398,0.00324175786006
3399,0.00320986452677
3400,0.00565936803047
3401,0.00631250695302
3402,0.00648148783999
3403,0.00503986718957
3404,0.00344765038841
3405,0.0315809130276
3406,0.0326604641047
3407,0.0266429883274
3408,0.0207805935301
3409,0.048155862263
3410,0.00325775252674
3411,0.00967169965514
3412,0.00770089530054
3413,0.0207019639456
3414,0.01027168815
3415,0.0133571293889
3416,0.00578231474743
3417,0.00276446666674
3418,0.00598497850981
3419,1.0000001e-05
3420,1.0000001e-05
3421,1.0000001e-05
3422,1.0000001e-05
3423,1.0000001e-05
3424,1.0000001e-05
3425,1.0000001e-05
3426,1.0000001e-05
3427,1.0000001e-05
3428,1.0000001e-05
3429,1.0000001e-05
3430,1.0000001e-05
3431,1.0000001e-05
3432,1.0000001e-05
3433,1.0000001e-05
3434,1.0000001e-05
3435,1.0000001e-05
3436,1.0000001e-05
3437,1.0000001e-05
3438,0.00450996449577
3439,0.00583483709703
3440,0.0068690144
3441,0.00680207443895
3442,0.00654293838762
3443,0.00650692122659
3444,0.00648850975267
3445,0.00650435247986
3446,0.00753833997565
3447,0.0087240949046
3448,0.0141793272276
3449,0.0115129546756
3450,0.0103556947591
3451,0.00992590186381
3452,0.00980984121527
3453,0.00993920504336
3454,0.0100514962759
3455,0.0100883123307
3456,0.0101256718723
3457,0.0101456759708
3458,0.010150137096
3459,0.0100660619759
3460,0.0100083476812
3461,0.00971737520529
3462,0.00988719807235
3463,0.0360672072535
3464,0.00858907680894
3465,0.00631270989193
3466,0.00541846822316
3467,0.00842529785819
3468,0.0152621881683
3469,0.00884279499039
3470,0.00984689805348
3471,0.0154445379003
3472,0.0137981694132
3473,0.0142719120713
3474,0.0056594326774
3475,0.00321044024781
3476,1.0000001e-05
3477,0.00725896441299
3478,0.00465686979737
3479,0.00467285556824
3480,0.00618334028969
3481,0.0111207522807
3482,0.0130637167478
3483,0.0104267707566
3484,0.00476258994343
3485,0.00619410360754
3486,0.00956061375941
3487,0.00423939554513
3488,0.0046626243703
3489,0.0110651206137
3490,0.0220407671442
3491,0.0149592400265
3492,0.0118553159323
3493,0.0106477253314
3494,0.0101754707158
3495,0.010130042672
3496,0.0100441705789
3497,0.0098976177602
3498,0.00981404296938
3499,0.00979201298621
3500,0.00978886686578
3501,0.0206966945935
3502,0.00537547938873
3503,0.00536582278643
3504,0.00677004339239
3505,0.00776584412295
3506,0.00827755233329
3507,0.00549170436173
3508,0.00467252027876
3509,0.00667928316065
3510,0.00659210081249
3511,0.00651749151771
3512,0.00650420183056
3513,0.00650435304829
3514,0.00650435247995
3515,0.00752654226977
3516,0.0080921138376
3517,0.00714999680791
3518,0.00658193413338
3519,0.00513513851382
3520,0.00798734976931
3521,0.0117506511253
3522,0.0109921962732
3523,0.00957800875382
3524,0.00485400751948
3525,0.00569129336397
3526,0.00633537543318
3527,0.00717624007157
3528,0.0580995886913
3529,0.0630482736564
3530,0.06012032116
3531,0.0774220700414
3532,0.0860628554964
3533,0.0452026207642
3534,0.0715455623499
3535,0.082785017799
3536,0.0709093232624
3537,0.251307230205
3538,1.18598579891
3539,0.00860483847707
3540,0.0088371067023
3541,0.00682617387611
3542,0.00504531850027
3543,0.00660781329346
3544,0.00730954764847
3545,0.00875487678629
3546,0.00917180102085
3547,0.0102008846986
3548,0.012625595751
3549,0.0188922875238
3550,0.0131238122143
3551,0.00587943359229
3552,0.00443721561598
3553,0.00321013638732
3554,1.0000001e-05
3555,1.0000001e-05
3556,1.0000001e-05
3557,1.0000001e-05
3558,1.0000001e-05
3559,1.0000001e-05
3560,1.0000001e-05
3561,1.0000001e-05
3562,1.0000001e-05
3563,1.0000001e-05
3564,1.0000001e-05
3565,1.0000001e-05
3566,1.0000001e-05
3567,1.0000001e-05
3568,1.0000001e-05
3569,1.0000001e-05
3570,1.0000001e-05
3571,1.0000001e-05
3572,1.0000001e-05
3573,1.0000001e-05
3574,1.0000001e-05
3575,1.0000001e-05
3576,1.0000001e-05
3577,0.00462489646379
3578,0.00694058831355
3579,0.00808417266328
3580,0.00929931803169
3581,0.00984637017375
3582,0.0100384862114
3583,0.0100867410028
3584,0.00994425788306
3585,0.00983027890609
3586,0.00682473671717
3587,0.00646287037876
3588,0.00689806591323
3589,0.00766432762226
3590,0.00820456306121
3591,0.00888875946232
3592,0.00927111926906
3593,0.00967228650864
3594,0.00993190958809
3595,0.01005208667
3596,0.0100879299482
3597,0.0101100092973
3598,0.0201566242396
3599,0.0065525099766
3600,0.00880424641803
3601,0.00897102078482
3602,0.0224560683561
3603,0.00487589324949
3604,0.00536070649332
3605,0.0081419992671
3606,0.0092905100207
3607,0.00967146897121
3608,0.00991737467987
3609,0.0100491134351
3610,0.0100132185462
3611,0.0281887862373
3612,0.00725080653208
3613,0.00444373350357
3614,0.00671876778211
3615,0.00779106103433
3616,0.00833738139684
3617,0.00858895365739
3618,0.0086255453399
3619,0.00861949807888
3620,0.00725251443957
3621,0.00658194053327
3622,0.00650949509323
3623,0.00365361919363
3624,0.00324175786006
3625,0.00320986452677
3626,0.00445612893476
3627,0.00606177228838
3628,0.0157649019757
3629,0.02424623002
3630,0.0250757652358
3631,0.0228372050521
3632,0.0347185270011
3633,0.0191378490061
3634,0.0276231495153
3635,0.0106884564565
3636,0.0151273725554
3637,0.0102409236927
3638,0.0100774391795
3639,0.00734240914531
3640,0.00565001639331
3641,0.00487024085535
3642,0.00331323782313
3643,0.00444434442388
3644,0.00464088400131
3645,0.0046568377973
3646,0.00465685379731
3647,0.00694673324691
3648,0.011579567472
3649,0.0156697160572
3650,0.0184571646444
3651,0.020545953451
3652,0.0216395518198
3653,0.022407693827
3654,0.0225983771961
3655,0.0192202916076
3656,0.0168146908638
3657,0.0165834614329
3658,0.010037873998
3659,0.0100856495927
3660,1.0000001e-05
3661,0.00332646743793
3662,0.00642942906021
3663,0.0078327978315
3664,0.00854870309643
3665,0.00859506043282
3666,0.00863017410732
3667,0.00859033076952
3668,0.00862211172673
3669,0.00917785764007
3670,0.00974174979231
3671,0.00694634200649
3672,0.00940110744989
3673,0.00995879802297
3674,0.0100638709441
3675,0.0100877188225
3676,0.0101228498668
3677,0.0101427375306
3678,0.0101472195726
3679,0.0101515783884
3680,0.0101533778772
3681,0.0101535958919
3682,0.010138799608
3683,0.0101299492348
3684,0.0100572552693
3685,0.0100935993431
3686,0.0479603828664
3687,0.00803528085251
3688,0.0072370672894
3689,0.00490008287951
3690,0.00828025099185
3691,0.0646799728417
3692,0.0262030100669
3693,0.0187653471965
3694,0.00700645743015
3695,0.00320986452672
3696,0.00324172586017
3697,0.00362174365188
3698,0.00568685566101
3699,0.00344451192581
3700,0.00919019436758
3701,0.0117761428603
3702,0.0071525729446
3703,0.00663417097085
3704,0.00457645696048
3705,0.00324178986022
3706,0.00375006560901
3707,0.00833965733486
3708,0.01001112618
3709,0.00425777237486
3710,0.00276508780695
3711,0.00870033870548
3712,0.0114447379248
3713,0.00774961287309
3714,0.0291749155452
3715,0.0189140700631
3716,0.0146362180275
3717,0.0120572586961
3718,0.01061851395
3719,0.0101405959156
3720,0.0101101229818
3721,0.0100971731061
3722,0.0100946243831
3723,0.053291868644
3724,0.0290222767732
3725,0.0243473892208
3726,0.00550449260498
3727,0.00750411328493
3728,0.00890278806266
3729,0.00954224221962
3730,0.00843738677629
3731,0.00743534931039
3732,0.00544736535512
3733,0.0034815410798
3734,0.00322584408933
3735,0.00320984852671
3736,0.00320983252674
3737,0.00320983252674
3738,0.00565936803065
3739,0.00633844793433
3740,0.00365358719352
3741,0.00324175786019
3742,0.00603121329765
3743,0.00810853103851
3744,0.00952389593427
3745,0.0577326338505
3746,0.0587564500769
3747,0.0304904425197
3748,0.0505046370146
3749,0.0894976031693
3750,0.109099366585
3751,0.0572976797625
3752,0.0301848269325
3753,0.0198597609447
3754,0.0143946775737
3755,0.0125965462859
3756,0.110246374834
3757,0.0328700929015
3758,0.0186575876494
3759,0.0113570757422
3760,0.231036645227
3761,1.10609481038
3762,0.00820635935509
3763,0.0107833949675
3764,0.0054369590246
3765,0.00445616093474
3766,0.00324175786019
3767,0.00365361919354
3768,0.00654314202671
3769,0.00674322402752
3770,0.00720184003126
3771,0.00687664970756
3772,0.00584450151851
3773,0.00369856711978
3774,0.00748863675791
3775,0.00584937142022
3776,0.00321013638732
3777,1.0000001e-05
3778,1.0000001e-05
3779,1.0000001e-05
3780,1.0000001e-05
3781,1.0000001e-05
3782,1.0000001e-05
3783,1.0000001e-05
3784,1.0000001e-05
3785,1.0000001e-05
3786,1.0000001e-05
3787,1.0000001e-05
3788,1.0000001e-05
3789,1.0000001e-05
3790,1.0000001e-05
3791,1.0000001e-05
3792,1.0000001e-05
3793,1.0000001e-05
3794,1.0000001e-05
3795,1.0000001e-05
3796,1.0000001e-05
3797,1.0000001e-05
3798,1.0000001e-05
3799,1.0000001e-05
3800,0.00421305112977
3801,0.00581744302096
3802,0.00693442465332
3803,0.00800211816679
3804,0.0090614377966
3805,0.00955961602069
3806,0.00973896066118
3807,0.00925027583946
3808,0.00882470116787
3809,0.013235133616
3810,0.0219961337799
3811,0.0136241638362
3812,0.0105657396022
3813,0.00991077082083
3814,0.00990140003426
3815,0.00996281528253
3816,0.010054372327
3817,0.010117410735
3818,0.0101420042056
3819,0.0101471175313
3820,0.0101496711263
3821,0.014968578487
3822,0.0280510075895
3823,0.009756747911
3824,0.0101465713114
3825,0.0118686794963
3826,0.00343183477122
3827,0.00627892823489
3828,0.00821538799812
3829,0.00954136684125
3830,0.00998158186405
3831,0.0101083738462
3832,0.0101415785806
3833,0.0101323470886
3834,0.028195380736
3835,0.00690879450667
3836,0.00663686327749
3837,0.00785893004324
3838,0.00913629499839
3839,0.00965034143649
3840,0.00976922547554
3841,0.00978588217361
3842,0.00978715100302
3843,0.00925609305316
3844,0.00883290715813
3845,0.00866983402623
3846,0.00725666859746
3847,0.00658194053327
3848,0.00650949509323
3849,0.00701765871268
3850,0.00773220217657
3851,0.00913052091139
3852,0.0160009732341
3853,0.0205066017926
3854,0.0214330084978
3855,0.0279027470563
3856,0.0242668564184
3857,0.0489826796474
3858,0.0097075511728
3859,0.00890498511102
3860,0.00420660130972
3861,0.0199486516303
3862,0.00869349859388
3863,0.00751996729055
3864,0.00645638385664
3865,0.00446255743477
3866,0.00462206326727
3867,0.00647196418782
3868,0.00712092646414
3869,0.00724431201148
3870,0.00546830150389
3871,0.00348161778171
3872,0.00567539559312
3873,0.00635317545139
3874,0.0064691329908
3875,0.00648722648284
3876,0.00650435119984
3877,0.00504114985848
3878,0.00494258312303
3879,0.00488976732197
3880,0.00346571565994
3881,0.00627747772638
3882,0.00926309036982
3883,0.00550147711476
3884,0.00609172548908
3885,0.0076459783511
3886,0.00907010518606
3887,0.00966420783936
3888,0.00977539109047
3889,0.00978962939992
3890,0.0097787885845
3891,0.00978695534279
3892,0.00993884494494
3893,0.010081564373
3894,0.00896432816282
3895,0.00953663262565
3896,0.00994385523766
3897,0.010100087208
3898,0.0101400128228
3899,0.0101506900177
3900,0.0101531571341
3901,0.0101534111469
3902,0.0101537132874
3903,0.0101537859726
3904,0.0101537862593
3905,0.0101519927134
3906,0.0101511819631
3907,0.010138003101
3908,0.0101448313539
3909,0.0609493795601
3910,0.0136524997455
3911,0.00770109041598
3912,0.00577398144207
3913,0.00276653385327
3914,0.0334371386787
3915,0.00343180182514
3916,0.00473764524217
3917,0.00534324646428
3918,0.0064958408446
3919,0.00658841125037
3920,0.00681144660558
3921,0.00701226480006
3922,0.00476978211732
3923,0.0153876966874
3924,0.0108230359098
3925,0.00889942968759
3926,0.00817304799059
3927,0.00710759970758
3928,0.00657399472676
3929,0.00712917297744
3930,0.00781090556195
3931,0.00491916386794
3932,0.0043464980316
3933,0.00315929105316
3934,0.00841672613256
3935,0.0127841607614
3936,0.015178997597
3937,0.0113210379958
3938,0.0307523513634
3939,0.0468030118496
3940,0.0578842021229
3941,0.0685493548134
3942,0.076480754683
3943,0.0824065890614
3944,0.0898945304815
3945,0.0936295335651
3946,0.0473941207234
3947,0.0555964540683
3948,0.0397561658534
3949,0.0209551167467
3950,0.0122072445706
3951,0.00970688021023
3952,0.00999859070223
3953,0.00964836953847
3954,0.00936404535134
3955,0.00837422832481
3956,0.00689235900421
3957,0.00654980444466
3958,0.00650693224998
3959,0.00650435567996
3960,0.00648850513301
3961,0.00365361919354
3962,0.00324175786019
3963,0.00565940003063
3964,0.00631378780646
3965,0.0388700624974
3966,0.0685469297192
3967,0.0892041152134
3968,0.0509980480174
3969,0.0569098443822
3970,0.0919250854342
3971,0.0756645075163
3972,0.0393054228981
3973,0.0223155702756
3974,0.0127185352555
3975,0.0127645296827
3976,0.00655999973623
3977,0.00408479267257
3978,0.00567534485541
3979,0.00362170986024
3980,0.00324172586017
3981,0.00320986452672
3982,0.00320983252674
3983,0.343503263366
3984,0.992719167752
3985,0.025708087612
3986,0.0173166779787
3987,0.0262436433608
3988,0.0264653956575
3989,0.0194565731275
3990,0.00984632721485
3991,0.00322579519354
3992,0.00343170986013
3993,0.00464063846856
3994,0.00450397150481
3995,0.0051434793083
3996,0.0138184290161
3997,0.0137717664229
3998,0.00736789506378
3999,0.00562755566745
4000,0.00321044024781
4001,1.0000001e-05
4002,1.0000001e-05
4003,1.0000001e-05
4004,1.0000001e-05
4005,1.0000001e-05
4006,1.0000001e-05
4007,1.0000001e-05
4008,1.0000001e-05
4009,1.0000001e-05
4010,1.0000001e-05
4011,1.0000001e-05
4012,1.0000001e-05
4013,1.0000001e-05
4014,1.0000001e-05
4015,1.0000001e-05
4016,1.0000001e-05
4017,1.0000001e-05
4018,1.0000001e-05
4019,1.0000001e-05
4020,1.0000001e-05
4021,1.0000001e-05
4022,1.0000001e-05
4023,0.00276446666674
4024,0.00316053333357
4025,0.0045604893449
4026,0.0066217601338
4027,0.00755496002144
4028,0.00812510440658
4029,0.00848087359002
4030,0.00722621616299
4031,0.00658194053327
4032,0.00650949509323
4033,0.00648851437265
4034,0.00989764274029
4035,0.0102636993505
4036,0.0101558981689
4037,0.0101243495153
4038,0.0101261294294
4039,0.0101405439255
4040,0.0101502789
4041,0.0101530853324
4042,0.0101534109727
4043,0.0101535691306
4044,0.0124209696001
4045,0.0199601070407
4046,0.0139854251536
4047,0.0275851500888
4048,0.00728307290139
4049,0.0032257951934
4050,0.00642168505261
4051,0.00843429645522
4052,0.00970604778561
4053,0.0100698841778
4054,0.0101430314987
4055,0.0101527045901
4056,0.0101514749185
4057,0.0187304973746
4058,0.0124986737949
4059,0.01413530647
4060,0.00995765073011
4061,0.00621699425246
4062,0.013175699795
4063,0.00676236629564
4064,0.00886449463771
4065,0.00972575962362
4066,0.00985816047034
4067,0.00981534246459
4068,0.00979152872717
4069,0.00925631063776
4070,0.0088329025117
4071,0.00866983402104
4072,0.00889535478102
4073,0.0093739015939
4074,0.00986311444578
4075,0.0127361714512
4076,0.0165404145471
4077,0.0189505366393
4078,0.0229566221651
4079,0.0237319735337
4080,0.0493438911061
4081,0.0278039482924
4082,0.00912423680827
4083,0.00911557405063
4084,0.0142084835561
4085,0.00967854990033
4086,0.00884723903566
4087,0.00761385794472
4088,0.00588927122077
4089,0.00343169079403
4090,0.0133835075546
4091,0.00366960586022
4092,0.00688670738502
4093,0.00760155279388
4094,0.00678867849598
4095,0.00365365119357
4096,0.00324175786006
4097,0.00320986452677
4098,0.00320983252674
4099,0.00320983252674
4100,0.00445612893476
4101,0.00650727207163
4102,0.00722915314824
4103,0.00676347786162
4104,0.00789166380866
4105,0.00920740094837
4106,0.00835830838153
4107,0.00825291635958
4108,0.00911411101627
4109,0.00980658267401
4110,0.0100493136543
4111,0.0100909961963
4112,0.0100943686801
4113,0.0100943150094
4114,0.0100944417461
4115,0.0101240829015
4116,0.0101467102698
4117,0.0097947730934
4118,0.0099146600088
4119,0.0100722179942
4120,0.0101368519634
4121,0.0101514818829
4122,0.010153599507
4123,0.0101537805958
4124,0.0101537810259
4125,0.010153791411
4126,0.0101537914929
4127,0.0101537914929
4128,0.0101536559135
4129,0.0179020933316
4130,0.0133880150149
4131,0.0202951653242
4132,0.045589568465
4133,0.00635818273778
4134,0.0077629478523
4135,0.00515758662534
4136,0.00661366151801
4137,0.0276167913909
4138,0.00627145179895
4139,0.00528880506111
4140,0.00797199918647
4141,0.00781733915567
4142,0.00672548690091
4143,0.00365366719354
4144,0.00683641230899
4145,0.0201883895531
4146,0.012694011983
4147,0.0104139991743
4148,0.00981865861374
4149,0.00950552992042
4150,0.00897515941949
4151,0.00877313619133
4152,0.0089606827047
4153,0.00859079906888
4154,0.00706024662782
4155,0.00567027306903
4156,0.00276508780695
4157,0.00316053333357
4158,0.00561149687607
4159,0.00625257818052
4160,0.00749854084603
4161,0.00863076279441
4162,0.00961339732792
4163,0.00999289881891
4164,0.0101116464271
4165,0.0101421880388
4166,0.0101491494153
4167,0.0101523088363
4168,0.0101533022342
4169,0.0101537181727
4170,0.029222886816
4171,0.0487698779029
4172,0.0549321811279
4173,0.0557805842554
4174,0.0310774177424
4175,0.0174294015062
4176,0.0102877121486
4177,0.00999011679239
4178,0.00964326453388
4179,0.00909278806773
4180,0.00875122164296
4181,0.00863125383455
4182,0.00861121319724
4183,0.00856352206204
4184,0.00723503504357
4185,0.0065819405334
4186,0.0075316848831
4187,0.0468883371324
4188,0.0389711562289
4189,0.0293308464444
4190,0.0204964796915
4191,0.01515893816
4192,0.0120764552167
4193,0.0101537394959
4194,0.0101537185004
4195,0.0101389550243
4196,0.0101109662628
4197,0.0145270283104
4198,0.012319141254
4199,0.00914381710611
4200,0.0104074923548
4201,0.00520988954109
4202,0.00578132736292
4203,0.00914749943151
4204,0.00536792108337
4205,0.00592846523145
4206,0.739816677996
4207,0.59681211956
4208,0.0156853154713
4209,0.0134618681134
4210,0.009313036503
4211,0.00807165434792
4212,0.0102963897416
4213,0.017234160967
4214,0.011637818189
4215,0.00600280449826
4216,0.00467238075566
4217,0.0050106080084
4218,0.00689045709073
4219,0.00738752556462
4220,0.0120046895325
4221,0.0131109095415
4222,0.00734489552311
4223,0.00604356864397
4224,1.0000001e-05
4225,1.0000001e-05
4226,1.0000001e-05
4227,1.0000001e-05
4228,1.0000001e-05
4229,1.0000001e-05
4230,1.0000001e-05
4231,1.0000001e-05
4232,1.0000001e-05
4233,1.0000001e-05
4234,1.0000001e-05
4235,1.0000001e-05
4236,1.0000001e-05
4237,1.0000001e-05
4238,1.0000001e-05
4239,1.0000001e-05
4240,1.0000001e-05
4241,1.0000001e-05
4242,1.0000001e-05
4243,1.0000001e-05
4244,1.0000001e-05
4245,0.00465685379731
4246,0.00857014158613
4247,0.0117937191188
4248,0.0107653094112
4249,0.00613654825229
4250,0.00567546644822
4251,0.00621850094299
4252,0.00645735516242
4253,0.00365361919363
4254,0.00324175786006
4255,0.00320986452677
4256,0.00320983252674
4257,0.00706830049496
4258,0.0140277425752
4259,0.0120007865099
4260,0.0108817543378
4261,0.0103718601729
4262,0.0101929922885
4263,0.0101555576945
4264,0.0101539212999
4265,0.0101537862102
4266,0.0101537862288
4267,0.0111530593678
4268,0.0154328752827
4269,0.0147083818336
4270,0.0428286563037
4271,0.00652243348093
